0, 0, -0.450485, -0.892784
0, 1, 0.266068, -0.963954
0, 2, -0.217545, -0.976050
0, 3, -0.102842, -0.994698
0, 4, -0.093881, -0.995583
0, 5, -0.737743, -0.675082
0, 6, -0.397699, -0.917516
0, 7, -0.591810, -0.806077
1, 0, -0.708097, -0.706115
1, 1, -0.377480, -0.926018
1, 2, -0.135723, -0.990747
1, 3, -0.183392, -0.983040
1, 4, -0.206937, -0.978354
1, 5, -0.348069, -0.937469
1, 6, 0.426760, -0.904365
1, 7, -0.591379, -0.806394
2, 0, 0.284551, -0.958661
2, 1, -0.686276, -0.727341
2, 2, 0.084434, -0.996429
2, 3, -0.178436, -0.983952
2, 4, -0.532707, -0.846300
2, 5, -0.020713, -0.999785
2, 6, -0.172386, -0.985029
2, 7, 0.347328, -0.937744
3, 0, -0.402499, -0.915420
3, 1, -0.521519, -0.853239
3, 2, -0.445380, -0.895342
3, 3, -0.999999, 0.001583
3, 4, 0.056527, -0.998401
3, 5, 0.503914, -0.863754
3, 6, -0.030145, -0.999546
3, 7, 0.005847, -0.999983
4, 0, -0.787156, -0.616754
4, 1, -0.840966, -0.541088
4, 2, -0.900812, -0.434210
4, 3, -1.000000, -0.000493
4, 4, -0.155934, -0.987768
4, 5, 0.451616, -0.892212
4, 6, 0.001892, -0.999998
4, 7, -0.109132, -0.994027
5, 0, -0.778368, -0.627808
5, 1, -0.841182, -0.540752
5, 2, -0.990282, 0.139071
5, 3, -0.869072, -0.494685
5, 4, -0.268209, -0.963361
5, 5, 0.042110, -0.999113
5, 6, -0.433023, -0.901383
5, 7, -0.340166, -0.940365
6, 0, -0.410529, -0.911848
6, 1, -0.846709, -0.532056
6, 2, -0.867463, -0.497502
6, 3, -0.492817, -0.870133
6, 4, -0.562792, -0.826599
6, 5, -0.828280, -0.560314
6, 6, -0.817302, -0.576210
6, 7, -0.768630, -0.639694
7, 0, -0.472074, -0.881559
7, 1, -0.330193, -0.943913
7, 2, -0.416280, -0.909237
7, 3, 0.091711, -0.995786
7, 4, -0.339202, -0.940713
7, 5, -0.796158, -0.605088
7, 6, -0.325275, -0.945619
7, 7, -0.632073, -0.774909
