0, 0, -0.986185, 0.165650
0, 1, -0.585834, -0.810431
0, 2, -0.311138, -0.950365
0, 3, 0.468112, -0.883669
0, 4, 0.210571, -0.977579
0, 5, -0.152813, -0.988255
0, 6, 0.198337, -0.980134
0, 7, -0.135649, -0.990757
0, 8, -0.810390, -0.585890
0, 9, -0.957173, 0.289517
0, 10, 0.970364, 0.241648
0, 11, 0.647003, -0.762488
0, 12, 0.474840, -0.880072
0, 13, 0.935443, 0.353479
0, 14, 0.881552, -0.472087
0, 15, 0.555618, -0.831438
0, 16, 0.464339, -0.885657
0, 17, 0.447536, -0.894266
0, 18, 0.999515, 0.031131
0, 19, -0.110413, -0.993886
0, 20, -0.856607, -0.515970
0, 21, -0.081457, -0.996677
0, 22, -0.037227, -0.999307
0, 23, 0.965574, -0.260129
0, 24, 0.999809, -0.019564
0, 25, 0.827090, 0.562070
0, 26, 0.915812, 0.401608
0, 27, 0.465420, -0.885090
0, 28, -0.407980, -0.912991
0, 29, -0.655113, -0.755531
0, 30, 0.201929, -0.979400
0, 31, -0.395267, -0.918566
1, 0, -0.254742, -0.967009
1, 1, 0.964252, -0.264988
1, 2, -0.802147, -0.597126
1, 3, -0.693691, -0.720273
1, 4, 0.192133, -0.981369
1, 5, -0.434922, -0.900468
1, 6, -0.755655, -0.654970
1, 7, 0.010098, -0.999949
1, 8, 0.989267, -0.146122
1, 9, 0.947186, -0.320684
1, 10, 0.293128, -0.956073
1, 11, 0.074442, -0.997225
1, 12, -0.431728, -0.902004
1, 13, 0.968412, -0.249356
1, 14, 0.705999, 0.708212
1, 15, 0.875307, -0.483568
1, 16, 0.647487, -0.762076
1, 17, 0.845384, -0.534159
1, 18, 0.500071, -0.865984
1, 19, 0.869411, -0.494090
1, 20, 0.670836, -0.741605
1, 21, 0.549316, -0.835615
1, 22, 0.698586, -0.715526
1, 23, 0.695421, -0.718603
1, 24, 0.993647, -0.112542
1, 25, 0.837630, 0.546238
1, 26, 0.990655, 0.136389
1, 27, 0.999277, -0.038020
1, 28, -0.026796, -0.999641
1, 29, -0.306089, -0.952003
1, 30, 0.982709, -0.185159
1, 31, -0.984693, -0.174296
2, 0, -0.020453, -0.999791
2, 1, 0.745832, -0.666134
2, 2, -0.499569, -0.866274
2, 3, -0.668285, -0.743906
2, 4, -0.713277, -0.700882
2, 5, -0.396343, -0.918102
2, 6, -0.029105, -0.999576
2, 7, -0.042561, -0.999094
2, 8, -0.669074, -0.743196
2, 9, 0.403016, -0.915193
2, 10, 0.423483, -0.905904
2, 11, 0.368012, -0.929821
2, 12, -0.462355, -0.886695
2, 13, -0.216270, -0.976334
2, 14, 0.961474, -0.274897
2, 15, 0.515826, -0.856694
2, 16, 0.654836, -0.755771
2, 17, 0.443495, -0.896277
2, 18, -0.099192, -0.995068
2, 19, -0.398207, -0.917295
2, 20, -0.427564, -0.903985
2, 21, -0.575561, -0.817759
2, 22, 0.998289, -0.058474
2, 23, -0.993346, -0.115172
2, 24, -0.687842, 0.725861
2, 25, 0.952115, 0.305741
2, 26, 0.312324, -0.949976
2, 27, 0.881811, -0.471604
2, 28, 0.270474, -0.962727
2, 29, 0.398051, -0.917363
2, 30, 0.405123, -0.914262
2, 31, 0.633833, -0.773470
3, 0, 0.542028, -0.840360
3, 1, -0.993175, 0.116633
3, 2, 0.168470, -0.985707
3, 3, 0.498542, -0.866865
3, 4, -0.831635, 0.555322
3, 5, -0.566130, -0.824316
3, 6, -0.589057, -0.808092
3, 7, -0.088359, -0.996089
3, 8, 0.074990, -0.997184
3, 9, 0.371278, -0.928522
3, 10, -0.634782, -0.772692
3, 11, -0.741752, -0.670674
3, 12, -0.893778, -0.448510
3, 13, -0.953032, -0.302869
3, 14, 0.881363, -0.472440
3, 15, 0.492941, -0.870063
3, 16, 0.783249, -0.621709
3, 17, 0.910426, -0.413671
3, 18, -0.431003, -0.902351
3, 19, 0.157676, -0.987491
3, 20, -0.214914, -0.976633
3, 21, 0.641565, -0.767068
